File Name,Content,Subjectivity/Objectivity
@omaragamyy_video_7320409970061724933.txt," Hey Poland, what's new with you? So our president came out today and said that we won't accept a single migrant under the EU relocation scheme. Well you gotta help me there, like, you're not accepting any migrants under our scheme? Well yeah, you're not having it under control, so we don't want that. Who said we don't have under control? Well you know it was very mismanagement in the past and there were like huge waves of migration. Okay, I won't deny this, but like there's so a lot of people, you gotta help me there. Our president said we prioritize our national security, so no. You're not a team player here buddy, it's a fight here.",subjective
@genzwire_video_7216241503255956782.txt," If you say, we made most of the wars of recent years. First, NATO bomb Serbia in 1999. UN no way. The invasion of Iraq under complete lies, not misunderstanding, but lies. The CIA operation to overthrow Assad in 2009. The NATO mission to overthrow Gaddafi. And then we say, how can anyone launch a war? Well, four of the last five came from the United States side. And NATO enlargement did as well. We need some balance and prudence. That's my point.",subjective
@mg82.1_video_7257146509014125867.txt," I build this platform to educate, to show the true face of what a socialist communist regime can do to a country. First hand showing you all the atrocities the poverty, the misery, the oppression. And often when I speak against it I get all the socialist communist liberals of America jumping a matro telling me to I do not know what I'm speaking of being that the reason why Cuba is in the situation Cuba is is because of the US embargo and sensations on the island. Please tell me where is the embargo? Tell me where is the embargo? Where you want a different angle, different view? Where is the embargo? I got one more. Where is the embargo? Where? All that supplies the merchandise arriving in Havana. Where is the embargo? But what really comes my attention that little word right there electrodomesticals that is appliance. They're sending appliance to Cuba. How they gonna operate them with no electricity? I tell you how because none of that merchandise supplies is going towards the citizens, the people. That is going straight to the government, the elites, the ones owning and running the island. While they're eating a steak and looser and having clean running water and electricity internet. While the citizens are still 60 plus years under their regime oppression. Living under inhuman conditions with no electricity, no clean running water, no internet, no food, nothing. You fucking privilege American socialist that had never experienced communism want to blame the US for the atrocities that are happening all over the world, inflicted by their own government. You blame the wrong people. It has been Cuba owns government and leaders who have kept them under oppression and poverty for over 60 years.",subjective
@diplomacyoffrance_video_7226677724511882523.txt," And give it a fair shot. Give it a fair chance. Americans have never, ever, ever, ever let their country down. Never, never!",subjective
@rappler_video_7113357214257007898.txt," Itong International Criminal Court sa dahil pinaghirapan ng gobyarn natin o nama pa sa matayodito at naginmien brotayon ito ng 2011. Nong 2018 sa kanya lamang decision pinul out tayo nipang hulong Rodrigo duterte mula dito taisinisi mulan ng silipen ng ICC, ang mga nanggariang patayan sa war on drugs. March 2019 naging epictivo ang ating withdrawal. Sabi ng ICC baka crimes against humanity ang nanggari sa war on drugs. Sabi ng pang hulong duterte bakit naman mga himasok ang mga dayuhan sa problem ng Pilipinas, hindi ng hindi nga raukiki lalanan ang ICC. Ang gang sabi ng genang ICC ng limited immunity ang datang pulis ng dabao ng si Arturo Las Canas, nga umamin na siya ang gumagawan ng pangpatay sa utos nido terte sa ilalim ng dabao that's quality. Kaya ang gobyarno nido terte na dati si na sabi hindi kiki lalanan ng ICC, nahanapang Article 182 ng Lung Statute na nag sa sabi ng poedikang magpadefer, magpapos ng investigation bestasa sa bihin mo, hindi investigahan naman ng mga otorigad dito ang problema. Kaya sa Justice Secretary Menordagevara bini da hanggang United Nations na naglunsaad ng reinvestigation para tegnan ko may mapapan ng putpang mga Pilis sa higit pitong libong patayang ng yari sa lihitimong operation. Ito si karimkan British Council nabatikan sa war crimes at kasoluku yung prosecutor ng ICC ng nagsabi sa kanyang report kahapun na walang genuine investigation ng nangayare dito sa Pilipinas. Sa report dao na isi na bit ng Pilipinas sa kanya 302 cases lang ang similip at ang ginawa ng DOJ ay parang isalaamang deskriview. Nihin diing araw tinig ng DOJ panel kung sino ang nagutos, nagplano at ng instigate ng mga patayan. May mga nangang bano o na dahil busy na sikan at ang office of the prosecutor sa pag-investigasi roshan invasyon sa yukrain, ay maisasan tabi ang Pilipinas. Pero ang sabinikan sa pretrial chamber, buksan na ulit ang investigasyon, bili saan ito at patuloy na tomang gap ng kait ang mga gustoong ibahagi na mga naging victima ng patayan. Mahabapa ang processo, kapagpumaya ng pretrial chamber ang susunod nagagawin, kung malap ng evidentia para mag-request ulit ng warrant of ares para kaninoin din natin alam, pero malam natin ang pinanganan si pangulong duterte, senator Batodalaroza, at dating jase sekitari, vitaliano og gire. Kusin ng mga ipapa ares to ay hindi si support walaang pang lilytis na pwedeng maganap. Sinabi ni pangulong bong bong worko sa United Nations nagustunyan ang high level to accountability para protectahan ang karapotang pantao, ang tanong tutulong ba siya sa ICC, o ang canyang protectahan ang alian sa nila ni pangulong duterte.",subjective
@atlassociety_video_7224392206419987758.txt," We do it many ways, but principally, we identify a country that has resources or corporations cut it like oil. Range a huge loan to that country from the World Bank or one of its sisters. The money never actually goes to the country. It goes to our own corporations to build the infrastructure projects in that country that help a few very wealthy people, but don't benefit the majority of the people who are too poor to buy electricity or have cars to drive on the highways. And yet they're left holding a huge debt that they can't repay. So we go back at some point and say, you know, you can't pay your debts. Give us a pound of flesh. Sell your oil, real cheap to our oil companies. Vote with us on the next Curricle UN vote. Allow us to build a military base in your backyard. Something along these lines. And when we fail, the jackals go in and either overthrow or assassinate of these leaders. And if the jackals fail as they did in Iraq, they'll be sending the military.",subjective
@entropicmedia_video_7121874063097679150.txt," Recently, UN Special Reporter Alina Dohan emphasized that the United States, alongside third-party businesses and financial institutions, are destroying the lives of millions of innocent Iranian citizens by placing unnecessary economic sanctions on the already-impovaged country. Reporter Dohan argues that under international human rights law, states are obligated to guarantee that impulse sanctions do not result in human rights violations such as innocent people dying. We as a society need to petition the U.S. to follow international law and settle international disputes peacefully and not at the cost of innocent lives. So why exactly are these sanctions harmful? They stop critical specialized medicines and medical equipment from entering the country as well as severely reducing Iran's revenue and increasing the unemployment rate, as well as increasing the scarcity of life-saving resources. Resources needed to save lives. Innocent people are dying here and that's not right.",subjective
@ctvnews_video_7254643304497728773.txt," Ukraine will become a member of NATO and agreed to remove the requirement for a membership action plan. This will change Ukraine's membership path from a two-step process to a one-step process. We also made clear that we will issue an invitation for Ukraine to join NATO when Allies agree and conditions are met. All Allies agree that when the war is going on, that's not the time for making Ukraine a full member of the Alliance.",subjective
@rehmatravels_video_7325903033915739434.txt," How much money do US diplomats make? This is kind of a hard question answer because it really depends on how much work experience you have and your level of education. But the short answer is that if you're coming in with a bachelor's degree and no work experience you'll be making $62,000. And if you're coming in with a doctorate and over a decade of work experience you'll be making around $110,000.",subjective
@simplysimone_video_7260554490330336558.txt," So according to the Secretary General at the UN, we are now at the end of the global warming era and are now in the global boiling era because everywhere is hot. God dammit, I took so many of those cold winters for granted. God dammit. We're probably never gonna have those ever again.",subjective
@fncischen_video_7290746310234426670.txt," From the perspective of geopolitical risk consulting, how does one plan their career given both Russia, Ukraine, conflict and the Israel-Palestine conflict going on right now? First, from a humanitarian perspective, I do want to express my condolences to both the Israeli and Palestinian civilians that are caught in the middle of the crossfire of this major conflict. And I hope that the Israeli and Palestinian governments have a ceasefire so that they can address this major conflict in the appropriate diplomatic channels. The big fear that I have is that many countries in the West, the US, the UK, much of the EU, if they go ahead and participate in this major conflict in a ravine, there could be a potential of World War III because Iran is very interested in this conflict. Saudi Arabia is interested in this conflict. Much of the global South is watching, saying, no, we do not like what's going on. That being said, I think it's important to position yourself, I think like a business owner, even if you are an individual contributor or a manager at a beer company. I do see a situation where there could be more economic inflation, oil prices increasing, as this conflict is going to basically affect energy markets, which is going to affect the price of goods in many countries in the West. Most folks in the West have rolled should really consider some sort of positioning themselves in a digital economy where they're client-based, they're customer-based, they're employers that they work with. They should be a strong emphasis of working remotely or transitioning to working remotely. Because the reality is that you might be in a position where you might have to relocate in case war breaks out. Let's say I want to start failing, I want to start a business for something I really love, but the cost of living is too high where I'm at because of this war because it's conflict. This is where you have to think, wait, what are other markets outside of the West and the global South that I can access? What is my global network? My personal professional network that I can reach out to build relationships with, have win-win partnerships with. The reality is that in the West, the US, UK, the EU, the only standing industries that are going to be able to sustain itself are going to be defense, healthcare. Maybe some AI, maybe some logistics, but other industries have to make more money to offset the cost of inflation. That's in healthcare are the only two industries that can absorb the high costs of labor and goods due to the fact that they are essentially funded by the government and not everyone works in those industries. I believe it's important that to have a plan B, regardless of who you are, in the case of where war does break out and there's major geopolitical conflict, and you're like, hey, there's some things that I really want to do, but I can't do it due to the existing macroeconomic and geopolitical conditions in my home country.",subjective
@bbcnews_video_7350322647596616993.txt," The result of the voting is as follows. 14 votes in favor. Zero votes against. One abstention. The draft resolution has been adopted as resolution 2728-224. We're getting closer to a deal for an immediate ceasefire with the release of all hostages, but we're not there yet. Now let's be clear. A ceasefire could have come about months ago if Hamas had been willing to release hostages months ago. Instead, Hamas continues to stand in the way of peace. To throw up roadblocks, power in tunnels beneath Gaza's cities, and behind under civilian infrastructure, and hide among the civilian population. So today, my ask to members of this council, and to member states in every region of the world is this. Speak out and demand unequivocally that Hamas accepts the deal on the table.",subjective
