File Name,Content,Subjectivity/Objectivity
@10seconds2midnight_video_7204258114001161518.txt,我不 sorry. Chandanrunga Ka Swamp. Excuse me.我就 electrical taxi has reached. Now you see..ppa. You kill this person. His name is Krithya Devate態 Path. Bach. यह लिवा लिवा लिवा लिवा लिवा लिवा लिवा लिवा लिवा लिवा लिवा लिवा लिवा लिवा लिवा लिवा लिवा लिवा लिवा लिवा लिवा लिवा लिवा लिवा लिवा लिवा लिवा लिवा लिवा लिवा लिवा लिवा लिवा लिवा लिवा लिवा लि�,subjective
@1rarejewel__video_7235697302176910635.txt, Went to my church's Lemons Tea Party. We had a fun time full of worship and fellowship. Our table was beauty and the beast themed. The theme of the tea party was restoration and God definitely restored.,subjective
@3reecrossingradio_video_7310787953117187371.txt," And later, when Trump does take the stage, we're going to walk down to the Capitol. Some here are his words as a call to action. You'll never take back our country with weakness. You have to show strength and you have to be straight. We've made the Capitol building. You're going to break it. Take the Capitol and make it happen. Take the Capitol and make it happen. The Capitol right now! We're going to be marching over to the Capitol building. Two hours before this, the proud boys were already heading for the Capitol. They're clearly spoiling for a fight with far left agitators like Antifa, who they believe are in DC. Where's Antifa? But there are moments that suggest that... Come on. Where is Antifa? And while we're at it, where's the FBI? Where is BLM? It looks to me like... That's a bunch of Trump supporters, right? He's joined by other well-known proud boys like Joe Biggs, an organizer from Florida, Dominic Pazola, a former Marine, and Billy Christman. They will be among the first writers inside the Capitol building. Ah! Yeah! From the speaking, some of his other supporters also headed to the Capitol. Woo! Ready, fire, three! And the tone is becoming menacing. We're going to destroy the fucking Capitol! Fuck you, fuckers! You are safe! Just ahead, officers guarding the building are understaffed and ill-equipped for what's coming their way. You're the biggest! The building is more than two football fields in length. The barricades erected on the east side are defended by just a few dozen officers. The west side, facing Trump's rally, is even lighter. The fencing has been extended, and on the northwest approach only five officers stand guard. Around five also defend the southwest approach, a few more dot the lawn, and about a dozen officers are behind them. Hmm. Fans to storm the Capitol. Still, no BLM, or Antifa, or the FBI, just a bunch of Trump supporters. Police are so outnumbered, they're forced to retreat again to more tightly defend access points to the Capitol. It's now five minutes into the siege that the Capitol Police Chief calls for backup from local law enforcement, known as the Metropolitan Police, and asks other Capitol leaders to mobilize the National Guard. You took a nose! Does that not mean a damn thing to you, does it? Metro Police will arrive within 15 minutes, but for reasons we'll explain later, the National Guard will arrive for over four hours. Meanwhile, more Capitol Police come to reinforce the line. It's the first time we see officers in riot here. Still, no BLM, Antifa, or the FBI, just a angry mob of Trump supporters who are now attacking the police officers. Yes, they are attacking the blue. And it's later reinforcements from the Metro Police arrive. A high ranking Metro officer immediately calls for more backup. Did you just go up to help make a line? They're pulling five pounds. They struggle to subjuge rioters who respond with their own chemical spray. And within 30 minutes, the police already have casualties. Multiple Capitol injuries in all caused by Donald Trump's supporters. Wow! The Capitol is now surrounded. The rioters haven't made it inside yet, but around the time that the mob on the east pushed forward, rioters on the west were making a pivotal move. Wow. This scaffolding was erected for the upcoming inauguration of Joe Biden. MAGA has no respect for law enforcement and it's very clear. Just look, no respect for the rule of law at all. And yes, once again, these are Trump supporters. It's an auto mayhem and it's about to get worse. The scene is being filmed from countless angles, allowing us to piece together moment by moment what comes next. The police shield is still to bash in a window. At 2.13 pm, the Capitol is breached. Michael Sparks, a Trump supporter from Kentucky, is the first person inside. A police officer seems unsure of what to do and backs off. Sparks is followed by proud boys and other far-right extremists. One carrying a Confederate flag, another armed with a baseball bat. When rioters break open the locked doors, hundreds more rushing. This is a critical moment. Officers must now defend the outside and inside of the building, stretching them even further. Yeah, no matter how many hours of footage, Mike Johnson or the man before him, Kevin McCarthy releases. It will not erase what we all just saw. Donald Trump instigated his supporters to get them to attack the United States Capitol. This is definitely Donald Trump's fault and the fault of all of the supporters that went along with this. So no more of this BLM Antifa or FBI nonsense. You can go watch this footage right here and see all the Trump flags. All right. Trump supporters! Get those knee pads and those elbow pads ready. Because Jack Smith and Fanny Willis, oh, and Latisha James, they're coming and they're coming to get you.",subjective
@8xxbillion_video_7259107839816420654.txt," I was very careful about bringing any impeachment forward. But when the President made that phone call in terms of Ukraine, there was no choice. We had no choice. He must be impeached. I...",subjective
@90secondexplanations_video_7126640187362348330.txt," The United States government explained in 90 seconds. The US government can be broken up into two main parts, the federal and state governments. This is outlined in the Constitution, a document signed and adopted in 1787 after the short coming of the articles of Confederation. The 10th Amendment pretty much states that any task not allocated to the federal government under the Constitution becomes the responsibility of the state, which I will elaborate on in further videos. Now the Constitution outlines the core of the federal government into three branches, the legislative executive in judicial. The legislative branch includes all of Congress and is tasked with introducing and passing laws among other powers like confirming Supreme Court justices. On the contrary, the executive branch has an obligation to help enforce those laws. This branch consists of the President, the Vice President, and his Cabinet, or advisors, and their agencies. Finally, we have the judicial branch, which interprets and then rules on laws. Although consisting of many levels, the highest court in the United States is the Supreme Court, which in terms of laws are constitutional or unconstitutional. Now one of the brilliant things about the US government is the checks and balance system. Basically, a series of ways that each branch can ensure that one branch doesn't become too powerful. A perfect example is the previously mentioned power for Congress to approve Supreme Court justices, nominated by the President.",objective
@abcnews_video_7041362376913849646.txt," Mr. Chairman, I move that the committee favorably report to the House, the committee's report on a resolution recommending that the House of Representatives find Mark Randall Meadows in contempt of Congress for refusal to comply with the subpoena, duly issued by the select committee to investigate the January 6 attack on the United States Capitol. The question is on the motion to favorably report to the House. Those in favor say aye. Aye. Those opposed say no. In opinion of the chairs, the eyes have it. Mr. Chairman, I request a recorded vote. A recorded vote is requested, the clerk will call the roll. Mr. Cheney. Aye. Mr. Cheney, aye. Ms. Loughgren. Aye. Ms. Loughgren, aye. Mr. Schiff. Aye. Mr. Schiff, aye. Mr. Aguilar. Aye. Mr. Aguilar, aye. Mrs. Murphy. Aye. Mrs. Murphy, aye. Mr. Raskin. Aye. Mr. Raskin, aye. Mrs. Luria. Aye. Mrs. Luria, aye. Mr. Kintinger. Kintinger, aye. Mr. Kintinger, aye. How is the chair recorded? Mr. Chairman, you are not recorded. I vote aye. Mr. Chairman, aye. The clerk will report the vote. Mr. Chairman, on this vote, there are nine, aye's and zero no's. The motion is agreed to.",objective
@abigailhickman12_video_6973745259499031813.txt," Oh, you make a heart of words Give me a smile I'm scared I'm scared I'm scared I'm scared I'm scared",subjective
@achantetheblogger_video_7251208453740301611.txt," Happy Sunday y'all. I wanted to hop on here really quickly in my authentic form because I wanted to express what was in my mind about me deactivating my Facebook. This video is gonna be in the role. I'm a little emotional. I don't know good ones bad ones whatever but I see now why people post videos and then crying on the internet. Yeah. So I've had the same Facebook page since 2007. I've had the same Facebook page for 16 years. I've never like started a new page. I've never gotten hacked or anything like that. And so many people who are not familiar with TikTok always talk shit about TikTok right? They're like I don't have a TikTok and whatever people have their misconception about what it is. But what they don't realize is TikTok is more of who you are and not what TikTok is. And with Facebook I feel like it's a little different. And I've been putting this all finn has been weighing heavy all me like for the last few months and the reason why I didn't want to deactivate it and create a new page yet is because my mother passed away a couple years ago and I'm the legacy holder or I'm the legacy person on her account which means I can access her account and make decisions post on her page delete friends add friends and everything like that. I didn't want to let that last connection go but it's time. I don't know about you guys but I went through a phase where most people do like where I was adding every single friend request or adding every single suggestion if I knew if I had enough mutual friends and there's like almost 5,000 people in my Facebook and I couldn't tell you how many of them I actually know. I have some important photos on there, some good content you know things like that like from my blog, from my rental, some really really important memories that I hold dear to my heart so I know that it's going to be a process and with everything already have going on I know this is going to take me maybe a week or two to actually save the things I want from my Facebook and put it to the side. But what I finally understand and what I need to understand is that like waking up and getting on social media that is putting a lot of bad things or not bad things but like a lot of emotionally draining or emotionally pulling things or triggering things like in your face and the morning or anytime of day to get a distraction you know we scroll in there for a boosa serotonin or whatever and we get a notification and we're like oh you know that just puts us in a better mood hormonally right instantly for just a moment of instant gratification but there are so many things that are like trash on my Facebook trashed me that put me in a bad headspace. Like a lot of times I would just see something and you know just keep scrolling whatever not interact with it you know because it's freedom of speech right anybody can post whatever they want on their page I'm not saying I'm better than anybody else I'm not saying that I'm not saying I'm judging anyone else like who am I to judge I have some things on my Facebook over the last 16 years that I'm sure I would not think about posting today. Like the other day there was some random guy that posted corn right I instantly unfriended unfollowed them. There was someone else that posted like the super massagingistic comment on someone's page there's someone that posted this gorgeous heavy set white girl with like piercings and pink hair and it was a new profile picture that she made for herself and somebody shared her profile picture saying why are we low in our standards so much there are people that are my real friends in my and our friends in my real life that are friends with people on social media that like just judge judge judge or talk so mean like just talk so mean about people and and it's just it's overwhelming sometimes the video that just took me out that I saw was like someone posted a video of like six guys jumping someone and jail and stabbing him to death while someone recorded and he posted it and was like damn I know that Facebook and other social media can be used like you to keep us in a loop for the news right with these new generations everyone like having you know us having that worldwide like touch where we can see what's going on all the world when it's not really covered in the news I get that and I also understand that it helps to keep connections with people that are far away that you won't see for years. My TikTok feed expresses or falls in line with who I am as a person so yes I will be deactivating my Facebook and I will be creating a new Facebook page I'm not worried about the friend count anymore I'm 33 who cares about that I'll add the people that I actually have connections with that I actually know because all those examples of those posts that I saw it was from people that I'd have no idea who they are and we're friends so anyway it's going to be like an emotional process I won't be able to again access my mom's account anymore I'll still be able to see her account you know I'm not going to deactivate her Facebook or anything like that because I could I'm not going to deactivate her Facebook back and always go back and scroll through her pictures and things like that but as far as for me I'm going to take the next couple of days or week or whatever and pull all the members that I want to keep and then I'll create a new Facebook page with everything I have going on in my life mentally and physically and everything like that and everything that you may have going on in yours it may be time for you to reflect and remove some things that you know would be triggering for that anyways happy Sunday thanks for coming to my TED Talk and I don't know have a good day",subjective
@aclu_video_7264719610337922347.txt," Man, man, what's your name? Me, I'm Esmejing, Pedal Clubian, and I use Baycheet pronouns. And I'm a Polly Murray fellow here at the American Civil Liberties Union. Can you show us what's in your bag? Of course, let's go take a look. First off, I have my ACLU pencil case available in stores now. Use my code Esme20. And in here, let's see what we have. Nothing is that funny. Next up, we have a propagation my coworker gave me. And here, we have a book because I have to agree that ban bugs. Are you liking the book, Esmej? Oh, it's very gay and very good. And then we just have my work badge. Isn't that beautiful? And so I haven't taken a PEPAPA ACLU carabiner. It's on sale now. I may not be a reliable source.",subjective
@aclu_video_7297646195999018286.txt, Ohio the time is now to protect abortion access in our state. The election is fast approaching and we are out here tabling phone banking and canvassing to make sure that all Ohioans know to vote yes on issue one to stop Ohio's extreme abortion ban and keep government out of our personal medical decisions.,subjective
