File Name,Content,Subjectivity/Objectivity
@hananyanaftali_video_7245648518134631688.txt," When I joined the Israeli Army, they deemed, first of all, give me a weapon and be like, okay, if you see somebody that looks like an Arab, you know what to do. Of course not, but it's insane that some people actually believe these lies. Your first day in the Israeli Friends Forces, you get this small booklet that's called the IDF Code of Ethics. And it's called in Hebrew Guwah Zal, Spirit of the IDF. And if, first of all, learn how to behave like a human being, you learn how to treat your enemy. And only then, you are taught how to defend your country physically, actually. And I also served as a combat medic. So when you're a combat medic, you take an oath actually to treat your enemies. And I've done that. Actually 90% of the people that I've treated during my military service were not Israelis. They were either Syrians or Palestinians.",subjective
@gemsofshaykhuthman_video_7288471839397907754.txt," Many Muslims are confused about which Masjid is Majidul Aqsa. They have a picture or a painting of the Masjid behind me here and I will say Majidul Aqsa. And this is something dangerous because it makes us forget which the real Majidul Aqsa is. This Masjid behind us is not Majidul Aqsa. Majidul Aqsa is the whole compound but the actual Masjid is not this one. This Masjid is called Qubbatosakhra. It was built by Abdul Malikab in Marwan in 72 Hijri. This was built on a rock that many of the Aliah might have felt that this is the place where Rasulullah Salallahu al-Azallam went for his Salah on marriage. But it is not Majidul Aqsa in and of itself. Majidul Aqsa is on the other side of it. This which you are looking at, this is the actual Majidul Aqsa. And the danger of the Muslims not realizing that is if the Yehud or others tried to destroy this Masjid and people are so ignorant, they don't even know which Majidul Aqsa is the real Majidul Aqsa. Then people will show them pictures of Qubbatosakhra to say that it's okay while destroying the actual Masjid.",subjective
@holy_land_site_video_7294310814306061574.txt," We're welcome to the Holy Land and this biblical site of the pool of Bethesda and the church of St. Anne. This is where Christ healed an invalette man who couldn't walk absolutely amazing. These pools were right by the temple mount, so just amazing to think about what Jesus did here. The pool of Bethesda is located on the property of the church of St. Anne. And the ruins of the Jewish, Roman, Byzantine, and Crusader eras are still well preserved at this pool. This is the base down here where the pool was actually at and where Christ healed an invalette man who had been going there for 38 long years.",subjective
@shift_alt_delete_video_7356458731095346478.txt," were boycotting Estay Lauder. I don't think y'all understand how bad it is for Estay Lauder and all the brands they own. The chairman of Estay Lauder is Ronald Lauder. And he's a really bad guy. He's the chairman of the Jewish National Fund which literally ethnically cleanses Palestinians from their homes. 45 JNF parks sit on top of 89 Palestinian villages. And they are currently targeting Palestinian bedwins, showing up with bulldozers to their farmlands. And his work doesn't stop there, he's also the president of the world Jewish Congress. A pro-Israel propaganda machine which accomplishes this through public policy and diplomacy around the world. JNF and world Jewish Congress directly go into the ethnic cleansing of Palestinians, the stealing of Palestinian land, and the mass murder of Palestinians. Supporting any of these companies means that you're directly supporting that. And I need y'all to take this way more serious than you are. But I didn't know, well now you know, and go ahead and tell your friends and family. But I'm just one person boycotted doesn't work. Guess it does. Do you want to be funding the genocide of Palestinians? I don't think so. He also threatened to cut off donations for you Penn for hosting a Palestine literary festival. That means no Mac. Bobby Brown. Clinique. Lay Lobo. The ordinary. Two faced. Avida. Dr. Jar. Glam Glow. Smashbox. And if you don't believe me, go ahead and check out the website. They literally have every single one of them listed. Okay. Thank you. Keep boycotted. Free Palestine.",subjective
@middleeasteye_video_7276514789084433697.txt," It is painfully clear that the prospect of creating a Palestinian state alongside one that defines itself as Jewish is zero. There are 700,000 settlers in the West Bank in East Jerusalem, and not an Israeli politician or movement in sight who is prepared to remove them. Quite the contrary, annexation exists at two speeds, creeping annexation tolerated by a broad spectrum of the Israeli political elite from the centre to the right, and annexation tomorrow as proposed by the National Religious Movement. This force is in the driving seat. So why does the international community continue to advocate for a two-state solution? When the Orslo Accords have essentially become unattainable? The short answer is that while Oslo is a path to peace is clearly dead, as a formula for maintaining the occupation, Oslo is alive and well. Just think for a moment, what would happen if Oslo were abandoned? The Palestinian President would resign and call elections. Those elections would be free and fair. Neither Israel nor Washington could cast a veto over the process or the outcome. Fatter would probably lose in the West Bank, but could win in Gaza. It would soon become clear that the best hope of all the Palestinian factions would be to form a government of national unity. But Palestinians would actually have a leadership, they elected. Not only would the PAB reinvigorate it, but so too would all the other bodies whose life has been sucked out of them. The PNC and the PLO. The new Palestinian leadership would stop security cooperation with Israel, which is a euphemism for letting soldiers undercover squads roam all over the territory that they control. The forces under the PAs control could then come face to face with Israeli soldiers and settlers, especially if the PAA did its job and actually defended Arab towns from settler attacks. Israel would have to start treating the PAA with respect. Not simply as another arm of occupation. If Oslo were abandoned, the international community couldn't threaten to cut off PAA funds because they would be damaging the formation of a Palestinian state, which they then would have to recognize. Now, do you seriously see all that happening? I for one don't. And that's the answer to the question of why a two-state solution still lives on in the bosom of every government in Europe, and the US and around the world. But let us be clear. Oslo exists today not as a peace process. That can only come when the occupation becomes too costly for the occupiers. Only then will they start to negotiate. When that happens, there can only be one solution. One state for all its peoples with equal rights, only then will the occupation, the nightmare of occupation be over.",subjective
@judeanceo_video_6892089774769704197.txt, I'm time and I wanna spend some time with you Just the two of us We can make it if we try Just the two of us Just the two of us,subjective
@npr_video_7350363254440430890.txt," The biggest Israeli city attacked on October 7th is now coming back to life. You see signs all across the city, guess who's back? This is in front of a school. That's back in session. StayRote is the closest Israeli city to Gaza. And on October 7th, Hamas attackers invaded the city, killed more than 50 people here, nearly everyone in the city evacuated. A couple weeks ago, the city reopened its schools, and 70% of the city came back. But life is not yet back to normal. Soldiers are guarding every single school. Classes are held in reinforced bomb shelters. We watched the fourth grade teacher teaching a class on what is trauma. We met sixth graders who are still shaken from what they lived through on October 7th. And now the students are back in their city and they're hearing the bombs and the gunfire of Israeli troops across the border in Gaza. There is a hilltop look out here with a viewfinder where you can actually peer into northern Gaza and see homes demolished by the Israeli military. The majority of Palestinians fled northern Gaza. So unlike here in the Israeli city of StayRote where people are coming back, across the border, Palestinians cannot yet return.",subjective
@good__point_video_7330077212210711809.txt," This comes within days of the ruling of the ICJ, the Supreme Court of the World. And the president of that court made it very clear in issuing these provisional measures. And that's not just Israel, it's all the 150 state parties to the genocide convention. They are in violation of that convention if they're going to impede the delivery of humanitarian aid. And what is happening now is that it looks like these Western states are complicit in the violation of that convention. And the United Nations from Antonio Gutierrez down needs to recognize this is a political attack. And they need to step up to the plate and defend unrest, mandate, and its historic responsibilities.",subjective
@tima2930_video_7298747558426512686.txt, Did you know that Shimon Peres? The former Israeli Prime Minister was a refugee in Palestine and applied for Palestinian citizenship seeking agricultural work.,subjective
@makeupandmuscle_video_6860622098860084486.txt," So what's up guys if you guys don't know what's going on we're living in biblical prophecy and it's unfolding right in front of us the The peace treaty with Israel was signed today which is biblical and we all know that we are ending the seven-year Tribulations so I am urging you guys okay once this first treaty gets signed the anti-Christ is gonna come and Reestablish this treaty and make it stronger and then the beginning of the temple is gonna be built now in the Bible What that means is the anti-Christ is coming very very soon within our lifetime Okay, so it's extremely important right now if I urge you guys to do anything if I urge you guys to do anything It's a good relationship with Jesus Christ get as close as you can with him before the time is too late the time draws near God is coming Jesus is coming. There's a spiritual awakening Please Establish that relationship with God before it's too late",subjective
@rapidhistories_video_7350494190175931653.txt, TIPS,subjective
@escapingfromcity_video_7292645344515673390.txt, N you you you you you you,subjective
@longriver2_video_6984259746245152006.txt," We are proud of the role that we played in the creation of the State of Israel, and we will certainly mark the centenary with pride. This was what Theresa May had to say about the 100-year anniversary of the Belford Declaration. But what exactly happened on November 2nd, 1917, and what was the Belford Declaration all about? These 68 words were a historic promise, given to the early Zionist movement by the British government for the establishment in Palestine of a national home for the Jewish people. Sir Arthur Balfour, then foreign secretary of Britain, wrote in a public letter to a famous British Zionist, Lord Walter Rothschild, which read, His Majesty's government views with favour the establishment in Palestine for a national home for the Jewish people, and will use their best endeavors to facilitate the achievement of this object. It's being clearly understood that nothing shall be done which may prejudice the civil and religious rights of existing non-Jewish communities in Palestine, all the rights and political status enjoyed by Jews in any other country. This was just what the Zionists were looking for, as outlined in the first Zionist Congress during its meeting in Basel Switzerland in 1897. Zionism seeks to establish a home for the Jewish people in Palestine secured under public law. Earlier, Theodor Herzl, their founder, had failed to realize this purpose when he couldn't get support from the Ottomans or any other European ruler. But this declaration basically laid out the foundation for the State of Israel, and since the second part of the agreement, we're talking about protecting the civil and religious rights for non-Jewish communities in Palestine was never implemented, it resulted in a great injustice towards the Palestinian people, as thousands of them lost their homeland with the creation of this new Jewish state, and the ones who remained are being treated like second-class citizens. I think the late British author and journalist Arthur Coester summed it up best when he said one nation solemnly promised to another nation the country of a third. What were they thinking? Well, you see, Great Britain was in the midst of World War I, and one of its biggest foes was the Ottoman Empire. So they employed the tried and tested strategy of divide and conquer. They were giving the Arabs the promise of complete and final liberation and returned for rebellion against the Ottoman rulers. The crown had decided palestines for the Jews, thus ensuring a perpetually divided Middle East, and 31 years after the bell for declaration, the State of Israel was founded. But it's not 100% certain that this was the initial goal of the British government. The results have brought devastating consequences to the Middle East. It paved the way for the longest military",subjective
@myhomeofzodiac_video_7305311299808824609.txt, We,subjective
@fatha7lah_video_7310324819416059142.txt, وسأل نجوم اللي لها الزارة الكراء جفمي وكيف يزور من لم يعرفي لغر وإشححت بغب ضجفونها عيني,subjective
@chir0n92_video_7312172894279273774.txt," You guys have to go follow this guy, watch this video, download it, screenshot the parts that you need to read in order to learn the history about this. I've been waiting for this guy to make a video about this for what feels like too long. And here it is. He's one of the most thorough, hardworking content creators in the internet and he's really good at editing videos. I apparently only follow 15 people on this app so go check my followers, he's one of them, go follow him and get your learn on, buckle up. The internet is single-handedly taken down the entire Zionist propaganda apparatus that has been at work for 100 years in a matter of months and it's pretty awesome.",subjective
