File Name,Content,Subjectivity/Objectivity
@foodbankofsocal_video_7235067339002187050.txt," The food bank of Southern California had its monthly mobile food pantry in partnership with adventures to drink. Our volunteers were staff members of United Health Care. Every third Friday of the month, the food bank and adventures to dreams feed many people in the Long Beach community. The food bank's mission is to provide highly nutritious food to the community's hungry residents and to ensure that no individual goes hungry, not even for a single day. A lot of time off at work and I am kind of on a leave so to make ends meet, you know, between month to month since I'm kind of unemployed right now, it's been helpful.",subjective
@magikalsistar62_video_7083763374659538218.txt," So can you please share what you're insecure about? I'm trying to prove a point. Housing. It's most definitely housing insecurity. I became a leader of the homelessness union for a organization in my state, because I've always faced housing insecurity. And so I started to use my voice and speak up on that and fight for the rights of people in my state. Now, this is going back from childhood. I was on my own at 16, and I started to struggle with issues like this back then. Once I became a mother, I was a little more stable for a while. But then it happened to me years ago, about four years ago. I was homeless with my kids for two years. We lived in hotels, and we lived in shelters. After that experience, and once I started to get on my feet, I decided that I was going to fight for the rights of anybody that's facing issues like I do. And that's when I found out that there's a lot of people dealing with housing and securities. And what do I mean by housing and security? If you don't know, housing and securities are for everything from not being able to pay a rent, worrying about paying rent, not being able to find a new place to rent, not being able to get a loan for a home or put money down on a home. Homelessness. These things are affecting more people than we know. But if you look into it, you'll find out that in my state, New York, there are over 100,000 people homeless. And despite my best effort, which I was doing everything right, I didn't fuck up, I didn't do anything wrong, it wasn't a bad tenant, I wasn't behind on my rent. And I'm getting evicted because my landlord sold my building to a company that wants to tear my house down so they can make a parking lot for another apartment building, an affordable housing apartment building. And although I know that that is very much needed, the way they're going about it is affecting people. And so laws need to be changed in our state. And all over the United States, especially rent prices, it needs to be a cap on rent prices. Because right now, I'm being evicted and I have to move, but I can't find a place because I can't afford the prices. I can barely make it by paying $1200 a month. Now I'm facing $15 to $7,300 a month for a rental property. Start to look into buying a house. I have to come up with a down payment for that house. The mortgage on the houses that I'm looking at are significantly lower than any rental property that I'm looking at. And a lot of people are renting out properties like this for twice to triple the price, which is fucked up and leaving people on the street.",subjective
@samanthasparksstl_video_7173722088866417963.txt," If you are worried that your car is going to be repossessed, remember that the number one rule is that they can't breach the piece. I'm Smith Asparks, and I see under repolas for breach of peace all the time. Unfortunately, coming in the middle of the night and picking up your car without interacting with you probably isn't breaching the piece. The law you are thinking of is probably the FDCPA that says that they can't communicate with you after a certain time. If they break into your garage, if they threaten you with violence, or even if they threaten to call the cops on you, that would breach the piece. Now let me learn more about your rights.",subjective
@akukulufamilytiktok_video_7150277081912446251.txt," SBA, small business administration, it does much more job or work than SBA DC. It's more small business development center. Well, small business development center, it gives you counselors, it has so many webinars, trainings and experts that support you from planning to launching and managing your business and growing your business. SBA though, it does similar job planning, developing and launching your business and also grow your business more than that. It gives financial help. You might get denied for any kind of loan from any private companies or banks, but SBA managed to give you a loan or grant so that you start your business and support your economy and the country and your community. SBA is a good source of financial support. More than that, SBA finds a way how to win a federal contract, meaning doing business with the federal government, how to do a contract with the procurement, with the federal government and also managed to win that grant and now job that the federal government needs you to do. It comes with money and the money is really good for your business. SBA also has, which is different from SBA DC, SBA has community navigators. They help you to do the same SBA job at the community level where you can understand where you can be reachable on a daily basis. SBA is utilizing community navigators so underserved underrepresented women, African-American women and women and also veterans and minority communities in general can benefit from SBA, contracting from a federal government and also doing business locally and internationally. So SBA is very useful for your business. Always visit the SBA to have Gav, make sure you create an account and have a point of contact. Good luck.",subjective
@glad_credit_video_7203392952385768750.txt," Look y'all, stop just sending out this few letters only. Do this too to get more deletions on your credit profile. A lot faster. You want to come to the CFPB Consumer Finance Protection Bureau. I want to submit a complaint. You want to make sure you're tracking your mail. So what you do is send your letters certified. That way you can actually upload the letters that you've sent in the proof of mailing that the credit bureaus received it so that you can have proof that the bureaus aren't doing their job. You want to come here. You want to click on credit room. You're going to come and click on credit reporting. You're coming click problem with credit room. The investigation did not fix an error on your port. You want to say, have you already tried to fix the problem? Yes. Here is you're going to write what you were disputing. If you were disputing factually, if you were disputing fraud, if you were disputing low-based challenges, you're going to write something up here to explain what took place. Here you're going to demand a resolution, which is typically removal of the negative account that you're disputing. Here you're going to upload your certified mail receipt with the letters that you send out, which will show proof of sending. You're going to give your identification like an ID and utility bill. And you're going to upload that as proof. And then we're going to send out. It's a company name that you want to dispute with. You're going to put experience. You're going to click all three. And if you wanted to dispute what other companies you can as well. After that, you put in all your info, send, and get the leashing.",subjective
@duhitsdani_video_7032519422799629615.txt, Safety tips as a woman taking public transit don't take the elevator. Someone may pull you in or push you in when you leave. Take the stairs. Pretend to take selfie to check your surroundings behind you. Don't walk like you don't know where you're going. Walk purposeful and with confidence. Don't sit next to someone waiting for transit. Sit or stand close to crowd. Sit in a semi crowded part on transit. Take first seat only so no one sits next to you. Place first or backpack in next seat and clutch it. Could use as a weapon if needed.,subjective
@feliseea_video_7246402774357871918.txt," Hey, I put together a list of all of the consumer protection agencies that you can reach out to and complain if you have an issue with insurance or being billed for something you didn't sign up for or all kinds of stuff I went through all the comments got everyone's suggestions and I put them in one list The list is by no means comprehensive. There are a lot of government agencies and some of them are state-specific So you're gonna have to do a little bit of homework to find the right place But I gave you a place to start if this is still too overwhelming for you I suggest you look for your state representative Contact them you'll be surprised how fast their office gets back to you and they'll help you find the right Federal will or state or whatever kind of regulatory agency that can help you if you have anything that I should add to the list Let me know in the comments and I'll put it in there because I am no in no way an expert on this I've just googled it so thanks",subjective
@kslcomnews_video_7290667905799179550.txt," A new report details economic and demographic trends in Utah. KSL.com reported how these trends are shaping a new Utah. The first of these trends shows Utah steadily growing since 2010, Utah has grown from small size to medium size, jumping states like Iowa, Arkansas, Mississippi, and Nebraska. The state's population is also older. From 1980 to 2020, Utah's median age increase from 24.2 to 31.3. Utah's people are aging better in Utah due to strong healthcare systems, but it can also be attributed to the declining fertility. Utah's also becoming more diverse, nearly one in four Utah's as a racial or ethnic minority, with that total projected to be one in three within the coming decade. One of the largest issues looming over the state is the lack of affordable housing. Hawaii, California, Massachusetts, Washington, Oregon, and Colorado are the only states with higher median single-family home prices. Find out more from Utah's number one source for news, KSL.com.",subjective
@cnetdotcom_video_7267633610285436203.txt," Here's how to use your phone as a hotspot when you don't have Wi-Fi access on your computer or gaming device. Using a hotspot with a laptop, a PC, or a gaming device is super simple. Check with your phone carrier to see if you're eligible for a hotspot. I'm using my iPhone SE with T-Mobile. Make sure your phone has a name you can recognize like Stephen's iPhone SE, for example. Go to Settings and scroll down to Personal Hotspot and toggle on Allow Others to Join. Below that, you can set a personal Wi-Fi password to secure your hotspot. If you're using a device that's signed into your iCloud account, you don't need to enter the password. To connect, go to your Wi-Fi settings on your laptop or gaming device, locate your phone's hotspot, enter your password, and connect. You will now be connected to the internet using your phone's data. You can also connect your hotspot by simply connecting your phone with a USB cable. Plug in your phone, choose your hotspot, and you're surfing the web. You'll have Wi-Fi on long road trips at the beach or in emergency situations like loss of power or in evacuation.",subjective
@no.otherr__video_7358839314861673771.txt," Hey, they recruited Rich Tallah to me this morning advising that they're still hiring with Care Net Health for the patient care coordinator position. The pay does go up to 17. She said you must negotiate to be advised of that pay. Also they do offer night position and overnight as well as overnight training. So y'all want to run okay. Run. You will be required to complete an assessment. I can't assist with the assessment. Shoot me an email. My email is found in my bio. You want to run okay. I will drop the link for this in the comment section.",subjective
