,video_id,video_timestamp,video_duration,video_locationcreated,suggested_words,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified,search_term,year
0,7293498330175425838,2023-10-24T08:18:44,55.0,US,"Jerusalem Travel, Israel Travel, Israel Tourism",2190.0,64.0,1155.0,119600.0,"Andrew Here, Hamas is a Palestinian militant organization and political group. It has been designated as a terrorist organization by several countries, including the United States and the European Union. Hamas has been involved in conflicts in the Middle East, particularly in the Israeli-Palestinian conflict, and has a significant presence in the Gaza Strip. Credit @godfreycomedian  #israel #jerusalem #telaviv #israeli #jewish #love #palestine #jesus #instagram #usa #torah #bible #travel #tlv #ig #jew #hebrew #gaza #france #israelinstagram #judaism #photo #god #photography #freepalestine #a #art #italy #shalom #jews",False,,andrew.inthemix,andrew.inthemix,,,,,,False,Hamas,2023
1,7295920402218437934,2023-10-30T20:57:31,46.0,US,,5390.0,328.0,1450.0,646500.0,23-year-old Israeli hostage Shani Louk was beheaded by Hamas #viral #foryou #israelandpalestine #gaza #idf #hamasterorrist ,False,,elitewin32,elitewin,,,,,,False,Hamas,2023
2,7291038222619118891,2023-10-17T17:12:11,18.0,US,"mia shem video, mia shem released, mia shem interview, mia shem update, Gaza Is A Prison, mother and son held hostage escape",101900.0,1044.0,23000.0,7200000.0,Hamas releases first video of a 21-year-old hostage held inside Gaza.,False,,staytunednbc,staytunednbc,,,,,,True,Hamas,2023
3,7288477819976387886,2023-10-10T19:36:35,64.0,US,"Mia Khalifas Eric Andre Show, mia, noahglenncarter",224900.0,7072.0,9697.0,3200000.0,Mia Khalifa was just cancelled and lost everything after supporting Hamas #foryou #miakhalifa #hamas #isreal ,False,,noahglenncarter,NoahGlennCarter,,,,,,True,Hamas,2023
4,7289256093161803054,2023-10-12T21:56:43,64.0,US,"israel music festival, Israel Tourism",6799.0,411.0,1350.0,592000.0,Israel festival hamas attack #israelwar #warinisrael #israelnews #israelpalestineconflict #israelpalestine #hamasattack #fyp #viral,False,,politicallybrainwashed,Politically brainwashed,,,,,,False,Israeli-Palestinian Conflict,2023
5,7301862693428923691,2023-11-15T20:16:39,218.0,US,"interview about oct 7, october 7 israel girl, october 7 footage, oct 7, military body camera combat, body cam movie",17000.0,1082.0,3031.0,765400.0,Body camera video obtained by the IDF from a Hamas militant shows the early moments of the October 7 attack on Israel. CNN’s Oren Liebermann reports. #CNN #News ,False,,cnn,CNN,,,,,,True,Hamas,2023
6,7294820549274996010,2023-10-27T21:49:30,75.0,US,"street interviews, hama explained",88700.0,1583.0,14900.0,2200000.0,But dO YoU CoNdeMn hAmAs tHo? 🥴 #atiftv #fyp #israel #palestine #gaza #hamas #freepalestine #streetinterview #publicinterview #steveinthestreets @atif.tv @atif.tv @atif.tv ,False,,atif.tv,atif.tv,,,,,,False,Hamas,2023
7,7356305925675830560,2024-04-10T14:24:26,34.0,GB,,30300.0,3021.0,3751.0,904100.0,This is the moment Hamas #leader Ismail Haniyeh received news that his sons were killed by an #Israeli air strike in #Gaza.  The Israel Defence Forces confirmed it killed Haniyeh's three sons - claiming they were terrorists.,False,,skynews,Sky News,,,,,,True,Hamas,2023
8,7311047334849252650,2023-12-10T14:17:48,24.0,IL,"Tunnel Of Terror, shared news, tunnel under ocean boulevard, morning news anchor, mattress in tunnels, the slot scene in the underground tunnels, tunnels under the us, news under a desk, the rookie daughter held hostage, mother and son held hostage escape",1239.0,35.0,880.0,113100.0,Share to spread awareness! #newstoday #jewish #hostages #news ,False,,indianaftali,India Naftali,,,,,,False,Hamas,2023
9,7290658319348370730,2023-10-16T16:38:01,83.0,US,"supernova music festival, supernova festival israel 2023, Supernova, israel music festival, supernova firework, nova music festival, supernova explosion, Electronic Music Festival, Survivor, supernova footage",25200.0,1273.0,2946.0,1500000.0,"Survivors from the #Supernova music festival in #Israel describe the first moments of the Oct. 7 attack, and the panic and fear that ensued as Hamas militants began firing on them.",False,,nbcnews,nbcnews,,,,,,True,Hamas,2023
10,7288529848551640363,2023-10-10T22:58:26,42.0,US,,5985.0,178.0,2666.0,156000.0,Cut it out #israel #palestine #hamas #freepalestine ,False,,lowlyfeleo,LOW LYFE LEO🦁,,,,,,False,Hamas,2023
11,7293498330175425838,2023-10-24T08:18:44,55.0,US,"Jerusalem Travel, Israel Travel, Israel Tourism",2190.0,64.0,1155.0,119600.0,"Andrew Here, Hamas is a Palestinian militant organization and political group. It has been designated as a terrorist organization by several countries, including the United States and the European Union. Hamas has been involved in conflicts in the Middle East, particularly in the Israeli-Palestinian conflict, and has a significant presence in the Gaza Strip. Credit @godfreycomedian  #israel #jerusalem #telaviv #israeli #jewish #love #palestine #jesus #instagram #usa #torah #bible #travel #tlv #ig #jew #hebrew #gaza #france #israelinstagram #judaism #photo #god #photography #freepalestine #a #art #italy #shalom #jews",False,,andrew.inthemix,andrew.inthemix,,,,,,False,Hamas,2023
12,7295920402218437934,2023-10-30T20:57:31,46.0,US,,5390.0,328.0,1450.0,646500.0,23-year-old Israeli hostage Shani Louk was beheaded by Hamas #viral #foryou #israelandpalestine #gaza #idf #hamasterorrist ,False,,elitewin32,elitewin,,,,,,False,Hamas,2023
