,video_id,video_timestamp,video_duration,video_locationcreated,suggested_words,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified,search_term,year,File Name,Content,Subjectivity/Objectivity
0,7179705238230732075,2022-12-21T15:43:25,29.0,US,"trumps taxes, Green Screen Videos, Shane Gillis Trump, Tax Man, Green Screen Video Effect, donald trump drinker, Fanum Tax Returns Agent, alix earle trump response",18600.0,831.0,3775.0,385000.0,Not surprised! #greenscreen #greenscreenvideo #fyp ,False,,harryjsisson,Harry,,,,,,True,Trump Tax Returns,2021,@401.leo_video_7358973934638763307.txt," I got you. I got you. Jock your da-tchin' on, coming. Lace, front, fucked up. You shoulda wore your bandit. Raining from me. Raining from me. Raining from me. Raining from me. Raining from me. Raining from me.",subjective
1,7331213276577025322,2024-02-02T22:32:12,47.0,US,,276.0,18.0,255.0,50400.0,Replying to @Tina Connell580 #greenscreen #taxes #taxreturn #taxrefund ,False,,__ninzim,__ninzim,,,,,,False,Trump Tax Returns,2021,@99_warstories_video_7336952062644620586.txt, Thanks for watching!,subjective
2,7330267638679096619,2024-01-31T09:22:31,65.0,US,,2680.0,420.0,381.0,182700.0,Replying to @Travel Hon Trump’s 2017 Tax Bill Changed our Taxes!  #taxtok #taxes #election2024 #2024election #election #taxrefund #taxtips #fileyourtaxes #taxnews #taxtipsandtricks ,False,,ahadthecpa,Ahad the CPA | Tax Expert,,,,,,False,Trump Tax Returns,2021,@a.i.newz_video_7215890031607549226.txt," The papal bull Eternity reguses a formal document issued by Pope 6th, the 4th and 1481. It asserts the authority of the papacy over temporal affairs and reframes the church's role in ruling over all of society. He declares that all kings and rulers are subject to the authority of the Pope and that it is the duty of the church to ensure that temporal rulers uphold the laws of God. The bull also emphasizes the importance of unity and obedience within the church, and condemns any attempt to challenge the authority of the Pope or to sow discord among the faithful. The papal bull also addresses the issue of heresy and other offenses against the church. It declares that those who reject the teachings of the church or engage in acts of blasphemy or sacrilege are to be punished with the full force of the law. The bull emphasizes that the punishment of heresy and other offenses is a necessary measure to safeguard the faith and prevent the spread of false teachings. Sounds familiar?",subjective
3,7329935034205490474,2024-01-30T11:52:30,110.0,US,,6791.0,639.0,680.0,67300.0,#greenscreen trump’s tax returns and lies. #trumpstaxereturns #IRS #taxes #democratsoftiktok #lockhimup #charleslittlejohn #progressivesontiktok #lawrencek #midterms_messaging #taxes ,False,,midterms_messaging,Lawrence K.,,,,,,False,Trump Tax Returns,2021,@abcnews_video_7089162430370123051.txt," Marjorie Taylor Greene, like every member of the House of Representatives, she's running for re-election this fall, but her biggest obstacle may simply be staying on the ballot. Is it because you got kicked off Twitter? No. Is it because she lost all her committee assignments? Nah. Is it because she spoke at a conference headed by an open white nationalist? Wait, what? It's actually none of that. Marjorie Taylor Greene may not stay on the ballot in her very Republican District in Georgia, based on a tiny clause in the 14th Amendment. You know, the amendment that made all freed slaves citizens with equal rights. But I'm sorry, you knew that, you knew that. But as part of that amendment, anyone who's taken an oath, like Greene, could be barred from holding public office if they engaged in rebellion or insurrection against the United States. A group of voters from Greene's district have accused her of just that. And this week, a judge said Greene will have to testify under oath about her involvement in the events around January 6th. Marjorie Taylor Greene says this is all a scam and she too was a victim of the riot. Here's what she told ABC station WTVC. You know, it's really simple for me. The truth is there and it's easy to prove. I all I did was what I'm legally and allowed to do by the Constitution as a member of Congress. And that was I objected to Joe Biden's electoral college votes from a few states. We'll see what Greene has to say on Friday. But if she is on the ballot, she'll likely get reelected. She and Donald Trump both won her district in 2020 by nearly 50 points.",subjective
4,7327375522655178014,2024-01-23T14:20:24,55.0,US,,36700.0,94.0,825.0,824400.0,#trump #trump2024 #donaldtrump #president #election #trump2024🇺🇸 ,False,,zawi.movies,zawi,,,,,,False,Trump Tax Returns,2021,@abcnews_video_7303688413172075819.txt," We just learned that the Supreme Court has rejected former Minneapolis police officer Derek Chauvin's appeal of his conviction in the killing of George Floyd. Chauvin's lawyers arguing that he didn't get a fair trial in 2021 because of all the publicity surrounding the trial and the concerns for violence in the event of an acquittal. Floyd's 2020 death, of course, sparking national outrage after bystander video showed officer Chauvin pressing his knee on Floyd's neck for more than nine minutes outside a convenience store where Floyd tried to pass a counterfeit $20 bill. Chauvin is serving a more than 22-year sentence for second-degree murder.",subjective
5,7180511110708170027,2022-12-23T19:50:34,15.0,US,,27200.0,1828.0,2325.0,251400.0,Are we really surprised? 😂😂😂 #leftist #liberal #lgbt🏳️‍🌈 #democrat #bluewave #politics #greenscreen ,False,,airosent,airosent,,,,,,False,Trump Tax Returns,2021,@ahadthecpa_video_7330267638679096619.txt," The 2017 Trump tax bill is set to expire at the end of 2025. So we're going to see some tax reform coming our way. This is one of the reasons this election year is so critical because whichever president isn't power, they will determine if our taxes go up or down. And most likely if nobody takes any action, our taxes are going to go up. I'll tell you another thing, when Trump passed the tax bill in 2017, he permanently lowered the corporate tax rate to 21%. And he only temporarily lowered the individual tax rate like 2 or 3%. But hopefully when 2025 comes around and they're discussing some tax reform, hopefully we see some positive, simple tax reform and it permanently lowers tax rates for individuals or possibly increases the child tax credit amongst other things. I'll be posting more videos on the changes that are coming after the year 2025 when the TCGA Sunsets, meaning all those tax provisions from 2017 will go away. Well, not all, most of it will go away and there'll be some changes coming to the tax law.",subjective
6,7183190233893096750,2022-12-31T01:07:00,115.0,US,,5775.0,256.0,1076.0,217000.0,A must watch. #politics #democrat #republican #fyp #trump #taxes #michaelcohen #msnbc #deadlinewhitehouse ,False,,karaaah,Kara,,,,,,False,Trump Tax Returns,2021,@airosent_video_7180511110708170027.txt," Former President Trump's tax returns don't show that he actually donated his salary as president, which he promised to do. Yeah, all that time that he said he was donating his salary, he didn't! B, it's almost as if he lies a lot or something.",subjective
7,7329306553809538350,2024-01-28T19:13:13,117.0,US,"trump tax bill 2017, trump tax increase 2024, child tax credit, Shane Gillis Trump, 100k salary tax refund 2024",22900.0,2475.0,1830.0,352300.0,i need y'all to educate yourselves amd stop whining! PAY ATTENTION! #taxes #taxes2024 #trumptaxplan #taxseason ,False,,mistyknight40,Sunshine-E🦋🌻,,,,,,False,Trump Tax Returns,2021,@alcofribas_video_7234217555014077742.txt," Giuliani would like you to know that he denies everything you're about to hear. He didn't actually deny it himself. He had a spokesperson put out a written statement today. Rudy Giuliani unequivocally denies the allegations raised by Ms. Dunphy. Ms. Dunphy is no-al-Dunphy whose lawyer will join us in a moment. She has filed a lawsuit against Rudolph Giuliani accusing him of extreme violations of labor law and sexual harassment law and laws against sexual assault. But the lawsuit, this lawsuit right here also quotes Rudolph Giuliani claiming that he was selling pardons for $2 million with the money to be split between himself and the issuer of the pardons Donald Trump. That is by far the most serious evidence of federal crimes included in this lawsuit. The lawsuit also quotes Rudolph Giuliani telling Noel Dunphy to commit the crime of lying to the FBI. That is also evidence of Rudy Giuliani committing another federal crime. And there is a third federal and state crime described in the lawsuit when Rudolph Giuliani is quoted describing how he collected a million dollars owed to him without reporting it as income so that his wife would not be able to get any of that money in his then pending divorce proceedings. Is federal income tax evasion, which carries a five-year prison term and state income tax evasion? And so there are four major crimes identified in this lawsuit that are worthy of federal investigation. Three of those possible federal crimes described as committed by Rudolph Giuliani and a fourth describes Rudolph Giuliani and Donald Trump. Co-conspiring to commit the federal crime of extortion, two million dollars for a Trump part.",subjective
8,7303763032574889259,2023-11-20T23:10:57,213.0,US,,7528.0,395.0,262.0,382400.0,#trump tax return will be released court ordered #fraud #taxreturn ,False,,importantnewsoftheday,News of the day!,,,,,,False,Trump Tax Returns,2021,@alex43274_video_6916362879042145541.txt," I'm going to get some of the other side. The land patriots, because God wins. Awesome, man. For those of you that don't know who Q is, Q is the highest levels of the military and the intelligence community in the United States, disseminating above-top secret information to patriots in our Republic so that we can take back our country from communists and globalists who have infiltrated our government at some of the highest levels and some of the lowest levels in the case of pollsters. And they're trying to bring down our country from within so they can create a new world order in a one-row government. Where America has wiped off the map and they try to trump our constitution with international law. But it ain't going to happen. Because Q being the antithesis of the deep state has woken up the American public. They've Q has woken up the American patriot. And United, we stand and we will not fall. Where we go one, we go all. Nice.",subjective
9,7183073471004445994,2022-12-30T17:33:48,10.0,US,,511.0,122.0,501.0,128900.0,Bruh! WHAT?!?!?! #trumptaxreturns #trumptaxes ,False,,fm_network,FMnetwork,,,,,,False,Trump Tax Returns,2021,@alvarntg_video_7328413123709357358.txt," Welcome back. The Republican National Committee, RNC, has withdrawn a resolution that aimed to declare Donald Trump the party's presumptive 2024 nominee before he formally secures the required number of delegates, according to a source familiar with the matter. The resolution, if approved, would have solidified Trump's position within the party and signaled a unified front ahead of the 2024 election. However, Trump expressed on his truth social platform that, for the sake of party unity, the RNC should not proceed with the plan. The withdrawal comes amid ongoing competition between Trump and other GOP candidates, notably Nikki Haley for the party's nomination. The draft resolution obtained by the Associated Press had declared Trump as the presumptive nominee moving into full-general election mode. RNC chair Ronna McDaniel had initially signaled support for the resolution, emphasising the need for Republicans to unikey around the eventual nominee. The decision to withdraw the resolution comes as the RNC's winter meeting approaches where discussions were expected to take place. Former United Nations Ambassador Nikki Haley, who finished second to Trump in the New Hampshire primary, has been actively campaigning, and her camp responded to the RNC's actions by stating that the party's nominee should be decided by millions of Republican voters, not Washington insiders. Despite the withdrawal, Trump continues to exert influence within the party, with a recent social media post, warning that anyone contributing to Haley's campaign would be permanently barred from the MAGA camp. The resolution's withdrawal indicates the complexity of managing power dynamics within the party, with concerns about potential disruptions to existing structures. It also reflects a broader debate within the GOP about the direction and leadership of the party heading into the 2024 elections. The decision highlights the challenges of navigating internal dynamics, and the preference for party unity, with the ultimate nominee yet to be determined. The RNC's move to withdraw the resolution underscores the ongoing jockeying for influence and support among GOP contenders, as they navigate a competitive landscape in the lead up to the 2024 election.",subjective
